airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline
negative,1.0,Late Flight,1.0,Delta
neutral,1.0,no_complaint,1.0,Delta
positive,1.0,no_complaint,1.0,Delta
positive,1.0,no_complaint,1.0,Delta
positive,1.0,no_complaint,1.0,Delta
positive,0.6804,no_complaint,0.0,Delta
negative,1.0,Late Flight,1.0,Delta
negative,0.6341,Late Flight,0.6341,Delta
negative,0.6491,Can't Tell,0.3394,Delta
neutral,1.0,no_complaint,1.0,Delta
negative,1.0,Late Flight,0.6989,Delta
positive,0.6591,no_complaint,1.0,Delta
negative,1.0,Customer Service Issue,0.6679999999999999,Delta
neutral,0.6535,no_complaint,1.0,Delta
negative,1.0,Customer Service Issue,1.0,Delta
negative,1.0,Lost Luggage,1.0,Delta
positive,0.6559,no_complaint,1.0,Delta
neutral,1.0,no_complaint,1.0,Delta
positive,1.0,no_complaint,1.0,Delta
negative,1.0,Customer Service Issue,1.0,Delta
neutral,0.6612,no_complaint,1.0,Delta
neutral,1.0,no_complaint,1.0,Delta
negative,1.0,Customer Service Issue,1.0,Delta
neutral,1.0,no_complaint,1.0,Delta
neutral,1.0,no_complaint,1.0,Delta
positive,1.0,no_complaint,1.0,Delta
negative,1.0,Late Flight,1.0,Delta
neutral,0.6773,no_complaint,0.0,Delta
negative,1.0,Lost Luggage,1.0,Delta
negative,1.0,Customer Service Issue,1.0,Delta
neutral,0.6837,no_complaint,0.0,Delta
neutral,0.3819,no_complaint,0.0,Delta
positive,0.6625,no_complaint,1.0,Delta
neutral,0.6563,no_complaint,1.0,Delta
positive,1.0,no_complaint,1.0,Delta
negative,1.0,Customer Service Issue,1.0,Delta
neutral,0.6805,no_complaint,0.0,Delta
neutral,0.6664,no_complaint,0.0,Delta
neutral,1.0,no_complaint,1.0,Delta
neutral,0.6691,no_complaint,1.0,Delta
neutral,0.6733,no_complaint,1.0,Delta
positive,1.0,no_complaint,1.0,Delta
negative,1.0,Customer Service Issue,1.0,Delta
neutral,0.6645,no_complaint,1.0,Delta
positive,0.6667,no_complaint,1.0,Delta
neutral,1.0,no_complaint,1.0,Delta
positive,1.0,no_complaint,1.0,Delta
positive,1.0,no_complaint,1.0,Delta
positive,1.0,no_complaint,1.0,Delta
negative,0.679,Can't Tell,0.3624,Delta
negative,1.0,Late Flight,1.0,Delta
negative,1.0,Customer Service Issue,0.6652,Delta
neutral,1.0,no_complaint,1.0,Delta
neutral,1.0,no_complaint,1.0,Delta
neutral,1.0,no_complaint,1.0,Delta
neutral,0.6584,no_complaint,0.0,Delta
neutral,1.0,no_complaint,1.0,Delta
positive,1.0,no_complaint,1.0,Delta
positive,0.664,no_complaint,1.0,Delta
neutral,1.0,no_complaint,1.0,Delta
neutral,0.6377,no_complaint,1.0,Delta
neutral,0.6796,no_complaint,1.0,Delta
neutral,1.0,no_complaint,1.0,Delta
positive,1.0,no_complaint,1.0,Delta
neutral,0.6735,no_complaint,1.0,Delta
neutral,0.6503,no_complaint,0.0,Delta
positive,0.6485,no_complaint,1.0,Delta
neutral,1.0,no_complaint,1.0,Delta
negative,0.6827,Can't Tell,0.6827,Delta
positive,1.0,no_complaint,1.0,Delta
negative,1.0,Can't Tell,0.7184,Delta
positive,0.6591,no_complaint,1.0,Delta
negative,0.6778,Can't Tell,0.6778,Delta
negative,1.0,Damaged Luggage,0.6954,Delta
negative,1.0,Damaged Luggage,0.6735,Delta
negative,1.0,Can't Tell,0.6632,Delta
neutral,0.6667,no_complaint,0.0,Delta
negative,1.0,Late Flight,1.0,Delta
positive,1.0,no_complaint,1.0,Delta
neutral,0.6671,no_complaint,1.0,Delta
neutral,0.6602,no_complaint,0.0,Delta
neutral,0.6701,no_complaint,1.0,Delta
positive,1.0,no_complaint,1.0,Delta
neutral,0.6779,no_complaint,1.0,Delta
negative,1.0,Bad Flight,1.0,Delta
negative,0.6566,Can't Tell,0.6566,Delta
positive,1.0,no_complaint,1.0,Delta
negative,1.0,Late Flight,0.6632,Delta
negative,1.0,Customer Service Issue,0.6607,Delta
positive,1.0,no_complaint,1.0,Delta
negative,1.0,Late Flight,0.6563,Delta
neutral,1.0,no_complaint,1.0,Delta
neutral,0.6546,no_complaint,1.0,Delta
positive,1.0,no_complaint,1.0,Delta
positive,1.0,no_complaint,1.0,Delta
neutral,0.6831,no_complaint,1.0,Delta
positive,1.0,no_complaint,1.0,Delta
neutral,0.6686,no_complaint,1.0,Delta
positive,0.6714,no_complaint,1.0,Delta
positive,1.0,no_complaint,1.0,Delta
negative,1.0,Late Flight,1.0,Delta
neutral,1.0,no_complaint,1.0,Delta
neutral,1.0,no_complaint,1.0,Delta
negative,1.0,Customer Service Issue,0.6907,Delta
positive,1.0,no_complaint,1.0,Delta
neutral,1.0,no_complaint,1.0,Delta
neutral,1.0,no_complaint,1.0,Delta
negative,1.0,Cancelled Flight,0.6401,Delta
neutral,1.0,no_complaint,1.0,Delta
positive,1.0,no_complaint,1.0,Delta
negative,0.7011,Cancelled Flight,0.7011,Delta
positive,1.0,no_complaint,1.0,Delta
positive,1.0,no_complaint,1.0,Delta
positive,1.0,no_complaint,1.0,Delta
negative,1.0,Late Flight,0.6922,Delta
negative,1.0,Cancelled Flight,1.0,Delta
positive,1.0,no_complaint,1.0,Delta
negative,1.0,Customer Service Issue,0.6835,Delta
neutral,0.685,no_complaint,1.0,Delta
neutral,0.3686,no_complaint,0.0,Delta
negative,1.0,Late Flight,1.0,Delta
neutral,1.0,no_complaint,1.0,Delta
negative,0.6563,Can't Tell,0.3333,Delta
neutral,0.3634,no_complaint,0.0,Delta
negative,1.0,Customer Service Issue,1.0,Delta
negative,1.0,Late Flight,1.0,Delta
positive,0.701,no_complaint,0.0,Delta
positive,0.644,no_complaint,1.0,Delta
neutral,0.633,no_complaint,0.0,Delta
positive,0.6538,no_complaint,1.0,Delta
negative,1.0,Customer Service Issue,1.0,Delta
negative,1.0,Customer Service Issue,1.0,Delta
neutral,0.6895,no_complaint,0.0,Delta
negative,1.0,Customer Service Issue,1.0,Delta
neutral,0.66,no_complaint,1.0,Delta
positive,1.0,no_complaint,1.0,Delta
neutral,1.0,no_complaint,1.0,Delta
positive,1.0,no_complaint,1.0,Delta
neutral,0.67,no_complaint,0.0,Delta
neutral,1.0,no_complaint,1.0,Delta
negative,1.0,Customer Service Issue,0.6809,Delta
positive,0.6429,no_complaint,1.0,Delta
negative,0.7201,Customer Service Issue,0.7201,Delta
neutral,1.0,no_complaint,1.0,Delta
neutral,1.0,no_complaint,1.0,Delta
negative,1.0,Late Flight,1.0,Delta
negative,1.0,Late Flight,1.0,Delta
neutral,0.6739,no_complaint,1.0,Delta
positive,0.6645,no_complaint,0.0,Delta
positive,1.0,no_complaint,1.0,Delta
neutral,1.0,no_complaint,1.0,Delta
negative,1.0,Can't Tell,0.6503,Delta
neutral,1.0,no_complaint,1.0,Delta
negative,0.6292,Flight Booking Problems,0.3146,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
neutral,1.0,no_complaint,1.0,US Airways
neutral,1.0,no_complaint,1.0,US Airways
negative,1.0,Customer Service Issue,0.6452,US Airways
neutral,1.0,no_complaint,1.0,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
negative,0.7020000000000001,Flight Attendant Complaints,0.7020000000000001,US Airways
positive,1.0,no_complaint,1.0,US Airways
neutral,1.0,no_complaint,1.0,US Airways
negative,1.0,Bad Flight,0.6505,US Airways
negative,1.0,Customer Service Issue,0.7072,US Airways
neutral,0.6665,no_complaint,0.0,US Airways
negative,1.0,Customer Service Issue,0.66,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
negative,1.0,longlines,0.3663,US Airways
neutral,1.0,no_complaint,1.0,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
negative,1.0,Customer Service Issue,0.6519,US Airways
positive,0.6652,no_complaint,1.0,US Airways
negative,1.0,Customer Service Issue,0.698,US Airways
negative,1.0,Customer Service Issue,0.6915,US Airways
neutral,1.0,no_complaint,1.0,US Airways
negative,0.66,Flight Attendant Complaints,0.66,US Airways
negative,1.0,Cancelled Flight,0.3542,US Airways
negative,0.6522,Late Flight,0.3478,US Airways
negative,0.6863,Late Flight,0.3585,US Airways
positive,0.6778,no_complaint,1.0,US Airways
negative,1.0,Customer Service Issue,0.6654,US Airways
neutral,0.6329,no_complaint,0.0,US Airways
neutral,0.669,no_complaint,0.0,US Airways
neutral,0.6843,no_complaint,0.0,US Airways
neutral,1.0,no_complaint,1.0,US Airways
positive,1.0,no_complaint,1.0,US Airways
negative,0.6841,Can't Tell,0.6841,US Airways
neutral,0.6593,no_complaint,0.0,US Airways
negative,0.6721,Late Flight,0.6721,US Airways
positive,1.0,no_complaint,1.0,US Airways
neutral,0.6906,no_complaint,0.0,US Airways
negative,0.6765,Can't Tell,0.3634,US Airways
negative,1.0,longlines,0.3542,US Airways
negative,0.7033,Customer Service Issue,0.7033,US Airways
neutral,0.6609999999999999,no_complaint,0.0,US Airways
negative,0.6512,Flight Booking Problems,0.3256,US Airways
neutral,1.0,no_complaint,1.0,US Airways
neutral,0.6762,no_complaint,1.0,US Airways
negative,1.0,Customer Service Issue,0.6635,US Airways
negative,1.0,Late Flight,0.6495,US Airways
negative,1.0,Customer Service Issue,0.6942,US Airways
negative,1.0,Customer Service Issue,0.6826,US Airways
negative,1.0,Late Flight,1.0,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
negative,0.6563,Customer Service Issue,0.6563,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
neutral,0.6421,no_complaint,0.0,US Airways
negative,1.0,Can't Tell,1.0,US Airways
negative,1.0,longlines,0.6616,US Airways
negative,0.664,Flight Booking Problems,0.336,US Airways
positive,1.0,no_complaint,1.0,US Airways
neutral,0.6354,no_complaint,1.0,US Airways
neutral,1.0,no_complaint,1.0,US Airways
negative,0.6523,Cancelled Flight,0.6523,US Airways
negative,0.6616,Customer Service Issue,0.3429999999999999,US Airways
negative,0.6448,Flight Attendant Complaints,0.6448,US Airways
negative,1.0,Lost Luggage,0.6875,US Airways
neutral,1.0,no_complaint,1.0,US Airways
negative,1.0,Lost Luggage,1.0,US Airways
negative,1.0,Customer Service Issue,0.6854,US Airways
negative,0.6656,Lost Luggage,0.6656,US Airways
positive,1.0,no_complaint,1.0,US Airways
neutral,0.7002,no_complaint,0.0,US Airways
negative,1.0,Can't Tell,0.6614,US Airways
neutral,1.0,no_complaint,1.0,US Airways
negative,1.0,Cancelled Flight,0.3545,US Airways
negative,0.6674,Late Flight,0.6674,US Airways
negative,1.0,Lost Luggage,1.0,US Airways
negative,0.6875,Lost Luggage,0.3542,US Airways
negative,1.0,Lost Luggage,1.0,US Airways
positive,0.6549,no_complaint,1.0,US Airways
neutral,1.0,no_complaint,1.0,US Airways
neutral,0.6749,no_complaint,0.0,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
neutral,1.0,no_complaint,1.0,US Airways
negative,1.0,Customer Service Issue,0.6444,US Airways
negative,0.6737,Flight Booking Problems,0.3684,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
neutral,1.0,no_complaint,1.0,US Airways
neutral,1.0,no_complaint,1.0,US Airways
negative,0.3913,Flight Booking Problems,0.3913,US Airways
neutral,0.6737,no_complaint,0.0,US Airways
negative,0.636,Customer Service Issue,0.3299,US Airways
neutral,1.0,no_complaint,1.0,US Airways
negative,1.0,Bad Flight,0.7085,US Airways
neutral,1.0,no_complaint,1.0,US Airways
neutral,1.0,no_complaint,1.0,US Airways
neutral,1.0,no_complaint,1.0,US Airways
negative,1.0,Cancelled Flight,0.3474,US Airways
negative,1.0,Customer Service Issue,0.6665,US Airways
neutral,1.0,no_complaint,1.0,US Airways
positive,0.6667,no_complaint,1.0,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
neutral,1.0,no_complaint,1.0,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
negative,1.0,Lost Luggage,1.0,US Airways
negative,1.0,Late Flight,1.0,US Airways
positive,0.7039,no_complaint,0.0,US Airways
negative,1.0,Lost Luggage,1.0,US Airways
negative,1.0,Lost Luggage,1.0,US Airways
positive,1.0,no_complaint,1.0,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
negative,1.0,Customer Service Issue,0.6897,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
negative,1.0,Cancelled Flight,1.0,US Airways
negative,0.6316,Can't Tell,0.3263,US Airways
negative,1.0,Cancelled Flight,1.0,US Airways
positive,0.3782,no_complaint,0.0,US Airways
negative,1.0,Customer Service Issue,0.6527,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
negative,0.6842,Customer Service Issue,0.3474,US Airways
negative,1.0,Customer Service Issue,0.6378,US Airways
negative,0.669,Late Flight,0.3365,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
negative,1.0,Flight Booking Problems,0.6697,US Airways
negative,1.0,Can't Tell,1.0,US Airways
negative,1.0,Late Flight,1.0,US Airways
negative,1.0,Can't Tell,0.6661,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
negative,1.0,Lost Luggage,0.6629999999999999,US Airways
negative,1.0,Customer Service Issue,0.6391,US Airways
negative,1.0,Late Flight,0.3516,US Airways
negative,1.0,Lost Luggage,1.0,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
negative,1.0,Can't Tell,1.0,US Airways
negative,0.6537,longlines,0.6537,US Airways
negative,1.0,Bad Flight,0.3474,US Airways
neutral,1.0,no_complaint,1.0,US Airways
negative,1.0,Customer Service Issue,0.6872,US Airways
positive,0.6991,no_complaint,1.0,US Airways
neutral,1.0,no_complaint,1.0,US Airways
neutral,0.6326,no_complaint,0.0,US Airways
positive,0.6983,no_complaint,0.0,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
neutral,1.0,no_complaint,1.0,US Airways
negative,0.6452,Late Flight,0.6452,US Airways
negative,1.0,Lost Luggage,1.0,US Airways
negative,1.0,Flight Attendant Complaints,0.6547,US Airways
negative,1.0,Late Flight,1.0,US Airways
positive,1.0,no_complaint,1.0,US Airways
negative,0.7087,Customer Service Issue,0.7087,US Airways
negative,1.0,Customer Service Issue,0.3435,US Airways
negative,1.0,Late Flight,0.3666,US Airways
negative,1.0,Late Flight,1.0,US Airways
negative,1.0,Customer Service Issue,0.6552,US Airways
negative,0.6771,Late Flight,0.3437,US Airways
negative,1.0,Flight Booking Problems,0.3663,US Airways
negative,0.6629999999999999,Can't Tell,0.6629999999999999,US Airways
negative,1.0,Can't Tell,0.6617,US Airways
negative,1.0,Lost Luggage,1.0,US Airways
negative,1.0,Flight Attendant Complaints,0.6875,US Airways
negative,1.0,Flight Attendant Complaints,0.6706,US Airways
negative,1.0,Can't Tell,0.6779999999999999,US Airways
negative,0.6421,Flight Booking Problems,0.6421,US Airways
neutral,1.0,no_complaint,1.0,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
neutral,1.0,no_complaint,1.0,US Airways
negative,1.0,Late Flight,0.3491,US Airways
negative,1.0,Customer Service Issue,0.6789,US Airways
negative,0.6739,Can't Tell,0.3478,US Airways
negative,1.0,Lost Luggage,1.0,US Airways
negative,1.0,Lost Luggage,1.0,US Airways
negative,1.0,Can't Tell,1.0,US Airways
negative,0.7109,Can't Tell,0.7109,US Airways
negative,0.6469,Can't Tell,0.3371,US Airways
negative,1.0,Can't Tell,0.6222,US Airways
positive,0.6606,no_complaint,1.0,US Airways
negative,0.3469,Customer Service Issue,0.3469,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
positive,1.0,no_complaint,1.0,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
negative,1.0,Late Flight,0.3541,US Airways
negative,1.0,Can't Tell,0.6507,US Airways
positive,0.6647,no_complaint,0.0,US Airways
negative,1.0,Late Flight,1.0,US Airways
negative,1.0,Can't Tell,0.3474,US Airways
negative,1.0,Customer Service Issue,0.357,US Airways
negative,1.0,Late Flight,0.6405,US Airways
negative,1.0,Lost Luggage,0.7128,US Airways
negative,1.0,Late Flight,1.0,US Airways
negative,1.0,Late Flight,0.6534,US Airways
negative,1.0,Can't Tell,1.0,US Airways
negative,1.0,Lost Luggage,1.0,US Airways
positive,1.0,no_complaint,1.0,US Airways
negative,1.0,Customer Service Issue,0.6574,US Airways
negative,1.0,Lost Luggage,1.0,US Airways
negative,1.0,Flight Attendant Complaints,0.3425,US Airways
negative,1.0,Customer Service Issue,0.6619,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
negative,1.0,Customer Service Issue,0.6518,US Airways
negative,1.0,Customer Service Issue,0.6645,US Airways
negative,1.0,Flight Booking Problems,0.6737,US Airways
neutral,0.6626,no_complaint,0.0,US Airways
neutral,0.6556,no_complaint,0.0,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
negative,1.0,Flight Booking Problems,0.6601,US Airways
negative,1.0,Can't Tell,0.6631,US Airways
negative,1.0,Customer Service Issue,0.6452,US Airways
negative,1.0,Flight Booking Problems,1.0,US Airways
negative,0.6764,Flight Booking Problems,0.6764,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
negative,1.0,Late Flight,1.0,US Airways
negative,1.0,Lost Luggage,0.6667,US Airways
negative,1.0,Customer Service Issue,0.6785,US Airways
negative,0.6898,Customer Service Issue,0.6898,US Airways
negative,1.0,Can't Tell,0.6563,US Airways
negative,0.6281,Late Flight,0.6281,US Airways
negative,1.0,Can't Tell,0.3592,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
negative,0.6564,Customer Service Issue,0.3544,US Airways
negative,0.6551,Lost Luggage,0.6551,US Airways
negative,1.0,Flight Booking Problems,0.3562,US Airways
negative,1.0,Can't Tell,0.3416,US Airways
positive,0.6806,no_complaint,1.0,US Airways
negative,0.6915,Can't Tell,0.3617,US Airways
negative,1.0,Can't Tell,0.3596,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
neutral,0.6667,no_complaint,1.0,US Airways
negative,1.0,Can't Tell,0.6136,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
negative,1.0,Customer Service Issue,0.3581,US Airways
negative,1.0,Customer Service Issue,0.6813,US Airways
negative,1.0,Lost Luggage,1.0,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
negative,1.0,Can't Tell,0.6779999999999999,US Airways
negative,0.6669,Flight Booking Problems,0.6669,US Airways
neutral,0.6353,no_complaint,0.0,US Airways
negative,1.0,Flight Booking Problems,0.6703,US Airways
negative,0.6774,Bad Flight,0.349,US Airways
neutral,1.0,no_complaint,1.0,US Airways
negative,1.0,Customer Service Issue,0.69,US Airways
negative,1.0,Can't Tell,1.0,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
negative,1.0,Flight Booking Problems,1.0,US Airways
negative,1.0,Customer Service Issue,0.6890000000000001,US Airways
negative,1.0,Can't Tell,1.0,US Airways
negative,1.0,Can't Tell,0.6344,US Airways
negative,0.6598,Can't Tell,0.3512,US Airways
negative,0.6769,Flight Booking Problems,0.6769,US Airways
negative,1.0,longlines,0.3523,US Airways
neutral,0.6696,no_complaint,1.0,US Airways
negative,1.0,Flight Booking Problems,0.6869,US Airways
negative,1.0,Bad Flight,1.0,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
neutral,1.0,no_complaint,1.0,US Airways
positive,0.6727,no_complaint,1.0,US Airways
neutral,0.3872,no_complaint,0.0,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
negative,0.6756,Customer Service Issue,0.6756,US Airways
negative,1.0,Flight Booking Problems,1.0,US Airways
negative,1.0,Flight Booking Problems,0.6713,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
negative,1.0,Can't Tell,0.6871,US Airways
negative,1.0,Late Flight,0.6402,US Airways
negative,1.0,Customer Service Issue,0.6809,US Airways
negative,1.0,Flight Booking Problems,0.3505,US Airways
negative,1.0,Lost Luggage,1.0,US Airways
negative,0.635,Late Flight,0.3263,US Airways
negative,1.0,Can't Tell,0.6266,US Airways
negative,1.0,Late Flight,1.0,US Airways
negative,1.0,Customer Service Issue,0.6733,US Airways
negative,1.0,Flight Booking Problems,0.6764,US Airways
positive,0.3709,no_complaint,0.0,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
negative,1.0,Late Flight,1.0,US Airways
negative,1.0,Flight Attendant Complaints,1.0,US Airways
positive,1.0,no_complaint,1.0,US Airways
negative,1.0,Cancelled Flight,0.3571,US Airways
negative,1.0,Late Flight,0.3441,US Airways
neutral,1.0,no_complaint,1.0,US Airways
negative,1.0,Bad Flight,0.642,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
negative,1.0,Flight Attendant Complaints,0.3846,US Airways
negative,1.0,Late Flight,1.0,US Airways
negative,1.0,Can't Tell,0.6816,US Airways
neutral,1.0,no_complaint,1.0,US Airways
negative,1.0,Customer Service Issue,0.6252,US Airways
neutral,0.6526,no_complaint,0.0,US Airways
neutral,0.6866,no_complaint,0.0,US Airways
neutral,0.6739,no_complaint,0.0,US Airways
negative,1.0,Lost Luggage,0.3708,US Airways
negative,1.0,Late Flight,1.0,US Airways
negative,1.0,Can't Tell,1.0,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
negative,0.6307,Can't Tell,0.6307,US Airways
negative,1.0,Flight Attendant Complaints,0.6883,US Airways
negative,1.0,Lost Luggage,1.0,US Airways
negative,1.0,Late Flight,1.0,US Airways
negative,1.0,Late Flight,1.0,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
positive,0.3449,no_complaint,0.0,US Airways
negative,1.0,Lost Luggage,1.0,US Airways
negative,1.0,Flight Attendant Complaints,1.0,US Airways
negative,1.0,Customer Service Issue,0.3733,US Airways
negative,0.6712,Late Flight,0.6712,US Airways
negative,0.6762,Customer Service Issue,0.6762,US Airways
neutral,0.6526,no_complaint,0.0,US Airways
negative,1.0,Late Flight,1.0,US Airways
negative,0.6768,Late Flight,0.3434,US Airways
neutral,1.0,no_complaint,1.0,US Airways
neutral,0.695,no_complaint,0.0,US Airways
neutral,0.7083,no_complaint,0.0,US Airways
neutral,1.0,no_complaint,1.0,US Airways
negative,1.0,Flight Attendant Complaints,0.6882,US Airways
neutral,1.0,no_complaint,1.0,US Airways
negative,1.0,Lost Luggage,0.6941,US Airways
